"chr" "pos" "mu1" "mu2" "diff" "diff.se" "stat" "phi1" "phi2" "pval" "fdr"
"40" "22" 10514937 0.412911799992544 0.656746618294141 -0.243834818301597 0.214278231563915 -1.13793555473163 0.0137785810606019 0.0188573775616946 0.255147393456357 0.99987446092617
"41" "22" 10514938 0.228840644003926 0.253396783922314 -0.0245561399183879 0.235986443959607 -0.10405741747857 0.0152509781492221 0.0234732348090537 0.917123783273072 0.99987446092617
"43" "22" 10514993 0.44434239427413 0.594962133347583 -0.150619739073452 0.179389954624597 -0.839621925255789 0.0122640272600754 0.0213955264214894 0.40112040200945 0.99987446092617
"44" "22" 10514994 0.306718570197472 0.170481896410999 0.136236673786473 0.340169447691442 0.400496501702437 0.0161870969501887 0.0259648503046915 0.688790859602225 0.99987446092617
"45" "22" 10515170 0.360778211168054 0.12711582606641 0.233662385101644 0.222598571044034 1.04970298778522 0.0166442529242774 0.0214323214960969 0.293854689652792 0.99987446092617
"46" "22" 10515171 0.517253598323357 0.444085054800041 0.0731685435233155 0.38973702546319 0.187738240769804 0.0179687760624694 0.0207522470283483 0.851081851434864 0.99987446092617
"47" "22" 10515267 0.767518435534592 0.640055685402972 0.12746275013162 0.173681343803695 0.733888553255813 0.01330638717909 0.0176208580183022 0.463016664050557 0.99987446092617
"48" "22" 10515268 0.636818161511689 0.839778001096906 -0.202959839585217 0.30123089733623 -0.673768333129108 0.0187718157002589 0.0234855032673766 0.500458610414471 0.99987446092617
"49" "22" 10515381 0.468868944683092 0.299008244019887 0.169860700663206 0.181115034092453 0.937860854646102 0.0129733307723592 0.0164683349120047 0.348315922516814 0.99987446092617
"50" "22" 10515382 0.252011657599098 0.354304302764976 -0.102292645165878 0.221337132757129 -0.462157632077592 0.0148278720444865 0.0197777457043712 0.643968283592576 0.99987446092617
"51" "22" 10515536 0.272719421438309 0.648473745079225 -0.375754323640917 0.235557411851412 -1.59517087867284 0.0134680078983828 0.0218383697331015 0.110674028979369 0.99987446092617
"52" "22" 10515537 0.445230640769373 0.653709564411765 -0.208478923642392 0.237874362493106 -0.876424518629803 0.0163100248850915 0.0201701432539696 0.380799293999183 0.99987446092617
"53" "22" 10515735 0.134442493650063 0.364020531055439 -0.229578037405376 0.285377248894193 -0.804472109444489 0.0186336325269066 0.0215006436869383 0.421124370609512 0.99987446092617
"54" "22" 10515736 0.37625095596835 0.412443508762349 -0.0361925527939985 0.207996234357288 -0.174005807873561 0.0138123717558106 0.0180554701164576 0.861860897841633 0.99987446092617
"55" "22" 10516017 0.266554199433125 0.104177597075579 0.162376602357546 0.451737831141276 0.359448758027009 0.0179687760624697 0.0267861246801826 0.719259404888469 0.99987446092617
"56" "22" 10516018 0.0604368874791625 0.0468942938893097 0.0135425935898528 0.109978641447449 0.123138396797926 0.0190662213017647 0.0288124269687347 0.901997506387941 0.99987446092617
"57" "22" 10516313 0.0765003334375488 0.513938481435532 -0.437438147997983 0.269136469351723 -1.62533955004928 0.0186840906337716 0.0240229585480468 0.104090228640048 0.99987446092617
"59" "22" 10516385 0.25396224218252 0.651674826454035 -0.397712584271515 0.199498196999249 -1.9935648053652 0.0125314427757589 0.0202736320033842 0.0461996347746513 0.99987446092617
"60" "22" 10516386 0.175443203204225 0.914152651451098 -0.738709448246873 0.293685327224459 -2.5153093456463 0.0179687760624717 0.0266221582358927 0.0118927981512424 0.99987446092617
"61" "22" 10517013 0.259231700051874 0.207318390828792 0.0519133092230822 0.109659587457974 0.473404199545961 0.00974481945310505 0.0179255581618984 0.635924834314009 0.99987446092617
"62" "22" 10517014 0.177623019659139 0.0502809139967222 0.127342105662417 0.275017865803244 0.463032120806003 0.0182798473388684 0.0284200074331406 0.643341343482626 0.99987446092617
"63" "22" 10517749 0.177623019659139 0.566666404422368 -0.389043384763229 0.325445771264756 -1.19541692998904 0.0182798473388684 0.0231569943671811 0.231924174286353 0.99987446092617
"64" "22" 10517750 0.384520623538861 0.444085054800041 -0.0595644312611806 0.333092528114186 -0.178822477941509 0.0167408162001561 0.0207522470283483 0.858077094919705 0.99987446092617
"65" "22" 10518304 0.568609851704338 0.731874466332577 -0.16326461462824 0.247513035801164 -0.659620266463041 0.014640673881017 0.0238690179712896 0.509497545370276 0.99987446092617
"66" "22" 10518305 0.712757525568087 0.513938481435532 0.198819044132555 0.331363723771895 0.600002444049727 0.0171998923905337 0.0240229585480468 0.548504606666342 0.99987446092617
"67" "22" 10518349 0.555157532832466 0.408547395000951 0.146610137831514 0.215500382491478 0.680324258066281 0.0140436153017538 0.0192918614179501 0.496299167936552 0.99987446092617
"68" "22" 10518350 0.894003679563703 0.514985198733871 0.379018480829832 0.378229182152909 1.00208682649083 0.0181389919509549 0.0259648503046886 0.316301659771236 0.99987446092617
"69" "22" 10519035 0.680852246853947 0.568931682561062 0.111920564292884 0.186993179896729 0.598527520387079 0.0124642486504852 0.0182517434198849 0.54948800163934 0.99987446092617
"70" "22" 10519036 0.758811729591186 0.423709691628639 0.335102037962547 0.190799756610738 1.75630222970467 0.0147992906990759 0.0179343850890384 0.0790368167678559 0.99987446092617
"71" "22" 10519070 0.429964839719688 0.429562231620541 0.000402608099146939 0.244415691361208 0.00164722688999516 0.0991946455451692 0.0215509598867056 0.998685703690693 0.99987446092617
"72" "22" 10519071 0.509297634149612 0.223894862365886 0.285402771783727 0.183822879835741 1.55259656490397 0.0149508873544929 0.018139287573992 0.120519546836603 0.99987446092617
"73" "22" 10519088 0.278684827822063 0.303894533799114 -0.0252097059770505 0.188278238742127 -0.133896015521893 0.0172467366954673 0.0182036892647668 0.893484801068055 0.99987446092617
"74" "22" 10519089 0.547559361196832 0.427051693554855 0.120507667641977 0.183617979244238 0.656295577034339 0.0236622112408981 0.0165518503090522 0.511633962820755 0.99987446092617
"75" "22" 10519494 0.388455368662775 0.324016459429353 0.0644389092334218 0.165080949421099 0.390347338438471 0.0116521863048643 0.0251027754580626 0.696279723055611 0.99987446092617
"76" "22" 10519495 0.542054190005765 0.438744879842345 0.103309310163421 0.182078777763524 0.567387981358234 0.013248769420974 0.0168496367419851 0.570450613609025 0.99987446092617
"77" "22" 10519617 0.472592573706762 0.312451595070449 0.160140978636312 0.172526508463018 0.928210859090328 0.0132174409738714 0.0189159288539666 0.353298202652391 0.99987446092617
"78" "22" 10519618 0.627379842338084 0.622959224699505 0.00442061763857848 0.21322517395011 0.0207321563241534 0.013658300516737 0.023882808225153 0.98345931749101 0.99987446092617
"79" "22" 10519752 0.524058125180964 0.321220412116121 0.202837713064843 0.128274791533423 1.58127493827961 0.0138034489204878 0.0162755796685172 0.1138151873267 0.99987446092617
"80" "22" 10519753 0.573376268668428 0.796446473444088 -0.22307020477566 0.252494470187194 -0.883465703665829 0.0151881584681685 0.0225269047131188 0.376984704844736 0.99987446092617
"81" "22" 10519769 0.488489876555367 0.479539575269008 0.00895030128635899 0.124749785143513 0.0717460256629904 0.0147130408379565 0.013342759529323 0.942804027332438 0.99987446092617
"82" "22" 10519770 0.644565366138057 0.702876975833502 -0.058311609695445 0.301467682888629 -0.193425740154665 0.0169238777657599 0.0289885509972982 0.846625558334304 0.99987446092617
"83" "22" 10519811 0.405099324577492 0.406629752789013 -0.00153042821152077 0.127184943815871 -0.0120330926413461 0.00941831440599051 0.0144395985899274 0.990399212854824 0.99987446092617
"84" "22" 10519812 0.517253598323357 0.260080480977452 0.257173117345904 0.538456190291672 0.477611961720782 0.0179687760624694 0.0259648503046901 0.632926415566597 0.99987446092617
"85" "22" 10520174 0.266554199433125 0.260080480977452 0.00647371845567296 0.596175160462461 0.0108587524019807 0.0179687760624697 0.0259648503046901 0.99133613937213 0.99987446092617
"86" "22" 10520194 0.198245658984786 0.347254498279296 -0.149008839294509 0.159390180001513 -0.934868379551958 0.0133902703373916 0.0178791950368987 0.349856134547109 0.99987446092617
"87" "22" 10520195 0.0314241262412038 0.192059713377327 -0.160635587136123 0.0958136937849947 -1.67654101194124 0.0210258298371625 0.0148844281353732 0.0936322700133984 0.99987446092617
"88" "22" 10520218 0.410932321756676 0.171178722383246 0.23975359937343 0.174555074165958 1.37351263215347 0.0158815389771912 0.0275059416076179 0.169593036898805 0.99987446092617
"89" "22" 10520219 0.22260509776619 0.215249813796977 0.00735528396921295 0.16693617183739 0.0440604566898636 0.0111247037664284 0.100383751873849 0.964856213144855 0.99987446092617
"90" "22" 10520226 0.0887712949799648 0.0917126079729299 -0.00294131299296506 0.185802558300247 -0.0158303148238253 0.0185296496308463 0.0282062093462755 0.987369763732108 0.99987446092617
"91" "22" 10520404 0.322701304814359 0.595192436139882 -0.272491131325523 0.264691254086039 -1.02946783136608 0.0144797591512323 0.0261276162636252 0.303259888649495 0.99987446092617
"92" "22" 10520405 0.407937761705787 0.377533815425065 0.0304039462807223 0.176022527297016 0.172727586335694 0.0117836714256776 0.047338938523568 0.862865558934628 0.99987446092617
"94" "22" 10520643 0.254247420399224 0.126712906011998 0.127534514387226 0.129129839116705 0.987645576418341 0.0111841135166645 0.0228748759235072 0.323326256994121 0.99987446092617
"95" "22" 10520644 0.35041646643783 0.13925359706172 0.21116286937611 0.17113307696039 1.23391031778728 0.0132570573426246 0.021101748302525 0.217236324373695 0.99987446092617
"96" "22" 10520752 0.370543819300829 0.484452368705134 -0.113908549404304 0.171168520263103 -0.665476042143822 0.0168468144226629 0.0244213706262755 0.505746062149047 0.99987446092617
"97" "22" 10520753 0.251938287488485 0.391728364753608 -0.139790077265123 0.208351907558338 -0.670932553022017 0.0158498558903236 0.0307437258739947 0.502263497392875 0.99987446092617
"98" "22" 10520843 0.502018870326576 0.62667878275521 -0.124659912428635 0.208325151873853 -0.598391079076808 0.013127755765695 0.0258215908346316 0.549579016831639 0.99987446092617
"99" "22" 10520844 0.433746166785774 0.538878812192618 -0.105132645406844 0.184858713126356 -0.568718907693481 0.015479015663716 0.0182157865757333 0.569546914274164 0.99987446092617
"100" "22" 10521180 0.753346182249936 0.419790045944101 0.333556136305835 0.178548200749803 1.86815736537857 0.0141395724291274 0.0169552274588829 0.0617401395150541 0.99987446092617
"101" "22" 10521181 0.593451660232436 0.662293744144592 -0.0688420839121556 0.155695467251405 -0.442158562015134 0.0170008715357921 0.014936327478421 0.6583744695205 0.99987446092617
"102" "22" 10521531 0.636818161511689 0.712094936817212 -0.0752767753055236 0.349371804365984 -0.215463223891609 0.0187718157002589 0.0246935515979056 0.829406181764695 0.99987446092617
"103" "22" 10521532 0.63720670119947 0.795796783455134 -0.158590082255664 0.214267329648079 -0.740150551724981 0.0127172528797417 0.0218998098653666 0.459208647858376 0.99987446092617
"104" "22" 10522184 0.379480828233539 0.12711582606641 0.252365002167129 0.182890341280092 1.37987058474913 0.0135094882592991 0.0214323214960969 0.167626494900589 0.99987446092617
"105" "22" 10522185 0.448439135021395 0.156148332373969 0.292290802647426 0.200264095523755 1.45952674084184 0.0162814665243553 0.0199017967002614 0.144420186144211 0.99987446092617
"106" "22" 10522376 0.397189885590284 0.572968640856644 -0.175778755266361 0.166310589801626 -1.05693062285468 0.0144445107120384 0.0190809095388625 0.290543251366942 0.99987446092617
"107" "22" 10522377 0.526479441634304 0.277578985166568 0.248900456467736 0.171355875857859 1.45253528787189 0.0147606224533809 0.0168878801187081 0.146352824648263 0.99987446092617
"108" "22" 10522392 0.0237102408458226 0.125154844550468 -0.101444603704646 0.0925195749535546 -1.09646638298513 0.0229499398076125 0.0199210926964766 0.272874727099172 0.99987446092617
"109" "22" 10522393 0.148553715236272 0.07719580817364 0.0713579070626322 0.117227340807362 0.608713859507346 0.0153404913266598 0.0193588317433021 0.542714118849851 0.99987446092617
"110" "22" 10522481 0.43653505580584 0.277906108376916 0.158628947428924 0.213922813459934 0.74152422017689 0.012724165584679 0.0216921296926175 0.45837565194357 0.99987446092617
"111" "22" 10522482 0.797172800839243 0.443808730184537 0.353364070654706 0.179688667756208 1.96653509131767 0.0131350304963516 0.0195580921565066 0.0492368329351161 0.99987446092617
"112" "22" 10522501 0.503919925989169 0.281888191786319 0.22203173420285 0.207311918259492 1.07100323062436 0.0126638823720976 0.0203991821196693 0.284167977034679 0.99987446092617
"113" "22" 10522502 0.889773500735914 0.34254487801101 0.547228622724904 0.17630765456069 3.1038279312855 0.0151051909863406 0.0202916163659693 0.00191034397755425 0.99987446092617
"114" "22" 10522591 0.223944855768775 0.856957018129816 -0.633012162361041 0.29626885408716 -2.13661393571534 0.0188209356647611 0.0263624530302645 0.0326294052086484 0.99987446092617
"115" "22" 10522592 0.292089662509184 0.152001417456005 0.14008824505318 0.189932602812301 0.737568184602939 0.0143346014668304 0.0217235474844598 0.460776894812349 0.99987446092617
"116" "22" 10522649 0.236505146484519 0.0409208403629656 0.195584306121553 0.13259804465867 1.47501651796616 0.0131111172165876 0.0292298599429597 0.140208102631009 0.99987446092617
"117" "22" 10522650 0.175443203204225 0.514985198733871 -0.339541995529646 0.424384099907875 -0.800081802318592 0.0179687760624717 0.0259648503046886 0.423663403836232 0.99987446092617
"118" "22" 10522965 0.590853771839813 0.554350654028997 0.0365031178108167 0.186322498008094 0.195913634698215 0.0181132108297913 0.0153995251121981 0.844677765126218 0.99987446092617
"119" "22" 10522966 0.504264482815325 0.553771757514501 -0.0495072746991759 0.230130423018264 -0.215127031228057 0.0132143710039275 0.0197480189111335 0.829668279388932 0.99987446092617
"120" "22" 10522978 0.631112338831929 0.417997230846343 0.213115107985586 0.212191857317958 1.00435101836281 0.0138896554454042 0.0570613072927849 0.315209450552272 0.99987446092617
"121" "22" 10522979 0.549751129473098 0.419433066378089 0.130318063095008 0.238846524793942 0.545614231596781 0.0148450160700455 0.0220706498406353 0.585331139563535 0.99987446092617
"122" "22" 10523473 0.175443203204225 0.260080480977452 -0.0846372777732275 0.491174799400262 -0.172316002116908 0.0179687760624717 0.0259648503046901 0.863189104649671 0.99987446092617
"123" "22" 10523474 0.273317848874344 0.179233881974447 0.0940839668998963 0.175335421867064 0.536594179875581 0.0133397471774865 0.0227359084010648 0.591547965253637 0.99987446092617
"124" "22" 10523565 0.857319876679239 0.856957018129816 0.000362858549423195 0.34255112200719 0.00105928291023253 0.0182067654149661 0.0263624530302645 0.999154814678464 0.99987446092617
"125" "22" 10523566 0.505939847618306 0.602279562150725 -0.0963397145324196 0.232629070460087 -0.414134460245581 0.0142637361543651 0.0207304737681739 0.678775636886137 0.99987446092617
"126" "22" 10523607 0.857319876679239 0.785641179519003 0.071678697160236 0.45964373316064 0.15594403227768 0.0182067654149661 0.0259648503046896 0.876077137116349 0.99987446092617
"127" "22" 10523608 0.595846127187871 0.86992042689625 -0.274074299708379 0.245512508371738 -1.11633538154967 0.0159131001465322 0.0217828828474642 0.264278601985813 0.99987446092617
"128" "22" 10523902 0.505939847618306 0.250160869994749 0.255778977623557 0.234731199425153 1.08966757827655 0.0142637361543651 0.0210414432020678 0.275859602872593 0.99987446092617
"129" "22" 10523903 0.761891437663061 0.859488501056742 -0.0975970633936817 0.300165479993287 -0.325144195114856 0.0163709368342771 0.0259648503046901 0.745071941668674 0.99987446092617
"130" "22" 10524158 0.0970713730786286 0.159570531207026 -0.062499158128397 0.120439295405313 -0.518926633687694 0.0128915885292853 0.0181873509556972 0.603811904017479 0.99987446092617
"131" "22" 10524167 0.37351611092483 0.346527873831467 0.0269882370933631 0.166737495016114 0.16186063662978 0.0117568549700278 0.0178432088505871 0.87141560140889 0.99987446092617
"132" "22" 10524309 0.499671517823446 0.589711220139612 -0.0900397023161662 0.153509297784999 -0.586542337274408 0.0100895309722689 0.0304808044040643 0.557511119354434 0.99987446092617
"133" "22" 10524310 0.639573921995358 0.513938481435532 0.125635440559826 0.36970432910713 0.339826803930717 0.0162993236577418 0.0240229585480468 0.733986961280384 0.99987446092617
"134" "22" 10524372 0.52800109209539 0.620433869704778 -0.092432777609388 0.165970192297797 -0.556923965259603 0.0120723115228598 0.0171653606453752 0.57757937991506 0.99987446092617
"135" "22" 10524373 0.507486363914986 0.494548241219891 0.0129381226950948 0.274251057456856 0.0471761998479447 0.0157350174495559 0.025451088948192 0.96237279616685 0.99987446092617
"136" "22" 10524414 0.227018577789692 0.327694537219406 -0.100675959429714 0.151589191315019 -0.664136793371359 0.0129694730539915 0.0159644118837867 0.506602763124239 0.99987446092617
"137" "22" 10524415 0.430021866341769 0.127045488354248 0.302976377987521 0.245933012751477 1.23194675898875 0.0169581636392113 0.0208296634932166 0.217968972953664 0.99987446092617
"138" "22" 10525070 0.589609470991382 0.686403235129629 -0.0967937641382473 0.198825426179738 -0.486827897206395 0.0113285543310128 0.0818953686517732 0.626380298858304 0.99987446092617
"139" "22" 10525487 0.510378468906466 0.655798358668924 -0.145419889762458 0.292989649310287 -0.49633115062182 0.0157341912369845 0.0201279393098938 0.619660791888272 0.99987446092617
"141" "22" 10525503 0.175443203204225 0.140254651114991 0.0351885520892337 0.282970807367671 0.124354001094934 0.0179687760624717 0.023282828444882 0.901034992378063 0.99987446092617
"143" "22" 10525506 0.859063993442488 0.777667654446973 0.0813963389955153 0.272575623007594 0.298619289932789 0.0179687760624694 0.019504857236081 0.765230545428901 0.99987446092617
"145" "22" 10525522 0.894003679563703 0.868428838374466 0.0255748411892374 0.205723353634203 0.124316664770652 0.0181389919509549 0.0230184096678162 0.901064553075918 0.99987446092617
"147" "22" 10525525 0.422358290493242 0.504281327832124 -0.0819230373388826 0.272583866224364 -0.300542502656601 0.0180332620831275 0.0200601115015601 0.763763381508173 0.99987446092617
"149" "22" 10525528 0.712757525568087 0.546077257639347 0.166680267928741 0.270508714909818 0.616173375354316 0.0171998923905337 0.019022998290342 0.537780098618673 0.99987446092617
"151" "22" 10525544 0.928700179865521 0.680292621263618 0.248407558601903 0.177776476395944 1.39730274577301 0.0184063423033026 0.0188987100791095 0.162322550497983 0.99987446092617
"152" "22" 10525547 0.592241790864168 0.691175078732121 -0.0989332878679532 0.261438304980643 -0.378419252202841 0.0154657208972858 0.0364226898561033 0.705119168509569 0.99987446092617
"153" "22" 10525550 0.796369872273368 0.73223608515711 0.0641337871162587 0.212315099646399 0.302068892994754 0.0158215508643793 0.0212197343213958 0.762599545225043 0.99987446092617
"154" "22" 10525552 0.938252076722105 0.961732778886472 -0.0234807021643668 0.116502961843295 -0.20154596752613 0.0186131863615838 0.0280994319027683 0.840271689891232 0.99987446092617
"155" "22" 10525566 0.725286975050558 0.777027061587318 -0.0517400865367603 0.212855671905891 -0.243075911830228 0.0154598403208033 0.0280115370382221 0.807946591241316 0.99987446092617
"156" "22" 10525569 0.502425622144206 0.777027061587318 -0.274601439443112 0.213821729792072 -1.28425412941025 0.0142414141967478 0.0280115370382221 0.199053051066563 0.99987446092617
"157" "22" 10525586 0.354998969152643 0.614463596409485 -0.259464627256842 0.239859621627197 -1.0817353312602 0.0140380280608571 0.0204421535354591 0.279370149092048 0.99987446092617
"158" "22" 10525588 0.655685907928967 0.829063974689217 -0.173378066760251 0.213961311653206 -0.810324377900929 0.0139823306699831 0.0297923957105853 0.4177537679973 0.99987446092617
"159" "22" 10525602 0.857469573460248 0.623917466768894 0.233552106691354 0.213612935859667 1.09334252512117 0.0151504913650998 0.0229701727642134 0.274243438315794 0.99987446092617
"160" "22" 10525605 0.47863630719306 0.599284362466271 -0.120648055273211 0.265470085698248 -0.454469493072555 0.0515711935045865 0.032751926379362 0.64949094450408 0.99987446092617
"161" "22" 10525608 0.8415225283654 0.953842354788585 -0.112319826423185 0.150662978156995 -0.745503824477335 0.0155592261225572 0.0281536268590522 0.455967200000298 0.99987446092617
"162" "22" 10525621 0.365259345528376 0.396025747717212 -0.0307664021888365 0.26463677441582 -0.116258982738709 0.0154907803450111 0.020539613680588 0.907447292149082 0.99987446092617
"163" "22" 10525624 0.761891437663061 0.93773099168232 -0.175839554019259 0.213033124419541 -0.825409449813852 0.0163709368342771 0.0270286190282512 0.409139171743318 0.99987446092617
"164" "22" 10525643 0.592241790864168 0.945229006628976 -0.352987215764808 0.233879478005176 -1.50926972633741 0.0154657208972858 0.027162063137277 0.131229867876537 0.99987446092617
"165" "22" 10525646 0.928700179865521 0.506545007782102 0.422155172083419 0.232854710208037 1.81295526170056 0.0184063423033026 0.022352418808227 0.069838721825655 0.99987446092617
"166" "22" 10525658 0.131951995377241 0.506567748057305 -0.374615752680065 0.278895104882 -1.34321379659411 0.0181881392147538 0.0211245458955745 0.179202755520287 0.99987446092617
"167" "22" 10525672 0.641413825383201 0.612241899669796 0.0291719257134049 0.322314233980323 0.0905077177422634 0.0167408162001745 0.0242075138453296 0.927883761254838 0.99987446092617
"168" "22" 10525675 0.70646177873515 0.617290834688978 0.0891709440461723 0.285111208468259 0.312758465460678 0.0197909574281426 0.020170116335164 0.754464173114918 0.99987446092617
"169" "22" 10525678 0.513818821739857 0.61676857169091 -0.102949749951053 0.301865980580983 -0.341044558094663 0.0167875108887552 0.0212070339682412 0.733070037859455 0.99987446092617
"170" "22" 10525684 0.714173953041794 0.393560720522669 0.320613232519125 0.283207847392231 1.13207750234085 0.0161440017551054 0.0212581177860528 0.257601852385299 0.99987446092617
"171" "22" 10525686 0.50710760964838 0.728424608872248 -0.221316999223868 0.293381976045525 -0.754364675727474 0.0166964162329859 0.0202723668502745 0.450630276497214 0.99987446092617
"172" "22" 10525702 0.714173953041794 0.945229006628976 -0.231055053587182 0.239357805070573 -0.965312384607875 0.0161440017551054 0.027162063137277 0.334388370530389 0.99987446092617
